ID;SRC;TAR
10263;kohalik keskkonnakava;городской план охраны окружающей среды
10274;üldsuse teadlikkus;информационная кампания по оповещению общественности
1028;"mardikas, põrnikas, putukas; lutikas";клоп
1029;ehitis;здание
103;halduspädevus;компетентность административного персонала
10305;siirdekala;мигрирующая рыба
1031;ehitusalune pind, hoonestuspind;строительные площади
1033;tarielement;строительный элемент
10381;kaslane;кошачьи
1039;ehitustööstus;строительная индустрия
1041;ehitusmaa;земля под строительство
1042;ehitusmaterjal;строительный материал
10421;mereimetaja;морское млекопитающее
1044;ehitusmaterjalitööstus;промышленность стройматериалов
10444;lambad;овечьи
1046;ehituse planeerimine;планирование строительства
1049;ehituseeskiri;нормативный документ в области строительства
10495;"varje, varjupaik; varjend";укрытие
10496;pesitsusala;район гнездования
105;halduskäsk, halduskorraldus;административный приказ
10510;loomakoridor;"""коридор"" для животных"
10511;loomkahjustus;ущерб, наносимый животными
10512;loomade ränne;перемещение животных
1052;ehitusplats;строительная площадка
10521;koelmu, kudemispaik;нерестилище
10523;looma elupiirkond;природная среда обитания животных
10535;pesitsemine;гнездование
10539;loomakooslus;популяция животных
1054;ehitusplatsi ettevalmistamine;подготовка строительной площадки
10548;loomade paljunemine;репродукция животных
10554;ellujäämine;выживание
10562;endeemne liik, päriskodune liik;эндемические виды
10568;lehtpuu;широколиственное дерево
10574;vetikaaas;водоросли
10575;makrofüüt;макрофит
1058;ehitustehnoloogia;строительная технология
1059;ehitusjäätmed, ehituspraht;отходы строительства
10593;kaldataimestik;береговая растительность
10605;kastan;каштан
1061;kuivendussüsteem;система дренажа
10612;kõrrelised, kõrstaimed;травянистые растения
10617;posidoonia;Najadales, триостренник
10626;taimkatte kõrgusvöönd;зональная растительность
1063;tehiskeskkond;созданная среда
10633;taimeasurkond, taimepopulatsioon;популяция растений
1064;ehitis;строение
10640;arboreetum, dendraarium;ботанический сад
10644;levilateadus, areoloogia, koroloogia;хорология
10646;sordikollektsioon;коллекция видов
1065;täisehitatud ala;застроенная территория
10651;loomakaitseala;заповедник животных
10652;botaaniline kaitseala;ботанический заповедник
10660;loomaliikide sissetalumine (introduktsioon);заселение видов животных
10661;taimeliikide sissetalumine (introduktsioon);заселение видов растений
10666;pärandloomastik;наследие животного мира
10667;pärandtaimestik;наследие растительного мира
1067;sibullillekasvatus;культивация луковиц
10670;loomakaitse;защита животных
10671;loomaliikide reintroduktsioon;повторное заселение видов животных
10672;taimeliikide reintroduktsioon;повторное заселение видов растений
10683;kohalik metsastamine;местное облесение
10685;"tuuleheide; tuulemurd";бурелом
10691;pügamine (puude, põõsaste);обрезка веток
10692;metsakasutus;эксплуатация лесных ресурсов
10693;mägimets;горный лес
10694;riigimets;лес, принадлежащий государству
10695;mediterraanne mets;средиземноморский лес
10696;eramets;частный лес
10698;kõrgmets, raieküps mets;строевой лес
10699;makja;маквис
107;halduspädevus;административная юрисдикция
10703;kuivmuru;засушливая земля
10704;taimla;питомник
10706;metsakaitse;защита лесов
10707;looduslik taastumine;естественная регенерация
10708;vaigutaim;смолосодержащее растение
10711;keskmets;выращивание подлеска
10721;mäng;игра
10726;suurulukid;крупное животное как объект охоты
10744;koorikloomakasvatus;разведение моллюсков
1075;bürokratiseerimine, bürokratiseerumine;бюрократизация
10753;austrikasvatus;разведение устриц
10758;töönduspüük;промышленная рыбная ловля
10760;riiklik kalavesi;национальный рыбный заказник
10767;sotsiaalhariduslik tegevus;общественно-просветительская деятельность
10773;võistluseksam;конкурсный отбор
10778;täiendusõpe;непрерывное образование
10780;algväljaõpe;начальное образование
10785;pedagoogika, kasvatusteadus;педагогика
108;haldusõigus;административное право
10818;keskkonnaga seotud amet, keskkonnaelukutse;профессия, связанная с вопросами окружающей среды
1082;buss;автобус
10833;riigi funktsioon;общественная функция
10837;töökorraldus;организация работы
1084;"äri[ndus]; ettevõte";бизнес
10847;vabaajakeskus, puhkekeskus;центр досуга и отдыха
10851;üldkasutatav rajatis;общественное сооружение
10860;jalgrattatee;велосипедная дорожка
10861;suusarada;лыжня
10884;turismimarsruut;туристический маршрут
10890;keskkonnamuuseum;экомузей
10891;rahvaluule, folkloor;фольклор
10892;üldsuse osavõtt;участие общественности
10893;turistikülastatavus;участие туристов
10895;suvila, puhkemaja;дом в сельской местности, хутор
10898;elukoht, korter;услуги по проживанию
10904;üldsus;общественность
10905;rada;путь
10906;rannarada;пешеходная тропа вдоль побережья
10907;haridustee;учебная тропа
10909;mereäärne suvituskoht;морской курорт
1091;liblikas;бабочка
10910;mäestikupuhkeala;горный курорт
10911;talispordikeskus;лыжный курорт
10914;turismiühik;туристический объект
10915;maastur;внедорожник
10918;asustustihedus;плотность населения
10919;noor;молодежь
1092;nööppatarei;элемент питания
10922;tööjõuline elanikkond;экономически активное население
10925;ajajaotus;распределение времени
10927;kestvuskaubad, püsikaubad;товары длительного пользования
10929;kulukaubad, tavalised tarbekaubad;товары с коротким сроком использования
1093;kaaspüük;сопутствующий улов
10930;kaubad         , tooted;товары
10931;kaubad ja teenused;товары и услуги
10932;ajabilanss;временной ресурс
10933;elukeskkond;жизненная среда
10935;toote olelustsükkel;цикл жизни продукта
10936;ökomärgis, keskkonnamärgis;экоэтикетка
10938;kvaliteedisertifitseerimine;сертификация качества
10939;elustandard;стандарт жизни
1094;kõrvalsaadus;сопутствующий продукт
10940;pakkumine ja nõudmine;спрос и предложение
10959;ökoloogiline ebavõrdsus;экологическое неравенство
10960;sotsiaalne ebavõrdsus;социальное неравенство
10964;müüt, muistend;миф
10968;mitte-minu-naabrusse-suhtumine;"принцип ""Только не у меня дома!"""
10971;sotsiaalpsühholoogia;социальная психология
10972;sotsiaalne esindatus;социальные ориентиры
10976;loodushoolivus;любовь к природе
10977;sotsioökonoomika;социоэкономика
1098;kaabel;кабель
10980;juurdepääsuõigus haldusdokumentidele;доступ к административным документам
10981;haldusakt;действие администрации
10985;kohalik omavalitsus;правительство территории
10986;otsustussabi;поддержка процесса принятия решений
10988;ministri kompetents;компетенция министра
10991;kodanik;гражданин
10992;kohalik omavalitsus;местное правительство
10993;maakooskond, maakogukond;территориальное сообщество
10999;parlamendidebatt, parlamendivaidlus;парламентские дебаты
11;abiootiline tegur;абиотический фактор
1100;kaadmium;кадмий
11007;haldusmeetmete põhjendamine;мотивы для административных действий
1101;kaadmiumsaastus;загрязнение кадмием
11016;majanduskava;экономический план
11018;subsidiaarprintsiip;принцип учета мнений на всех уровнях
1103;tseesium;цезий
11030;toetusraha;финансовая помощь
11031;rahvusvaheline abi;международная помощь
11032;riigi abi;государственная помощь
11034;rahvamajanduse raamatupidamine, makroraamatupidamine;национальная система бухгалтерского учета
11035;analüütiline konto;приложения к бухгалтерскому отчету
11038;majapidamiskulud;расходы семейного бюджета
11039;riiklikud kulutused;государственные расходы
11043;interventsioonifond;фонд непредвиденных расходов
11044;finantsvahendid , finantseerimisvahendid;финансовый фонд
11045;Euroopa Valuutafond;Европейский валютный фонд
11046;Rahvusvaheline Valuutafond;Международный валютный фонд
11047;majanduslik stiimul, majandushoob;экономический стимул
11048;ergutusmaks[ustamine];стимулирующий налог
11050;sisemajanduse kogutoodang;валовый внутренний продукт
11051;erakordne maks;исключительный налог
11055;protsessianalüüs;анализ процессов
11057;audit;аудит
11061;looduspärandi hindamine;оценка природного наследия
11063;vee hind;стоимость водоснабжения
11065;mahekaubandus;экологическая торговля
11069;isalik juhtimine;популизм
11070;reostustõrjeinvesteering, saastetõrjeinvesteering;инвестиции для контроля за загрязнением
11071;keskkonnaturg;рынок товаров и услуг, связанных с охраной окружающей среды
11073;reostustõrjepreemia;надбавка за снижение уровней загрязнения
11082;veehinna määramine;установление цен на воду
11087;keskkonnateooria;теория окружающей среды
11089;kaubandustegevus;торговая деятельность
11095;kohalik areng;развитие регионов
11097;turu-uuring;изучение рынка
111;halduskohtumenetlus;административная процедура
11100;vabakaubandus;свободная торговля
11103;arengumaa;наименее развитая страна
11106;Põhja ja Lõuna suhted;"взаимоотношения ""Север-Юг"""
1111;kaltsium;кальций
11113;arvutus, arvutamine;калькуляция
11116;tihedus;плотность
11118;ruumiline jaotus;пространственное распределение
11119;majandusandmed;экономические данные
1112;kaltsiumisisaldus;содержание кальция
11124;"indeks; register";перечень
11125;rahvaloendus;перепись населения
11127;statistiline rida;статистическая подборка
11128;arvamusuuring;опрос мнения
1113;arvutusmeetod;метод калькуляции
11130;kiirus, muutumiskiirus;скорость
11133;aastajalised muutused;сезонные изменения
11134;teadusnõukogu;научный комитет
11135;teadusvaidlus;научный спор
1114;kaliibrimine;калибровка
11146;rakendusuuring;прикладное исследование
11148;teaduslik uurimistöö;научное исследование
1115;mõõteriistade (mõõteseadmete) kaliibrimine;калибровка измерительного инструмента
11152;agronoomia;агрономия
11153;agroökosüsteem;агросистема
11157;agrokatastroof;бедствие, наносящее вред сельскому хозяйству
11158;põllumajandustootmise alaväärtustamine;занижение цен на сельскохозяйственную продукцию
11159;maaelu arendamine;развитие сельских областей
11165;hüdromelioratsioon;мелиорация
11170;talupidamistehnika;сельскохозяйственные методы
11177;"söödakultuur, söödavili; söödatootmine";фуражная культура
11178;äriaiandus;производство овощей и фруктов для продажи
11184;külvis, seemnevili;семя
11186;keemiline taimekaitse;обработка сельскохозяйственных культур химикатами
11187;taimestikpuhastus;фитосанитарная обработка
11192;linnukasvatus;птицеводство
11198;aretusmeetod;методы животноводства
11199;rändkarjatamine;сезонный перегон скота на новые пастбища
112;haldussanktsioon;административная санкция
11201;mineraalne;минеральная добавка
11204;kuivendamine;осушение
11206;alekultuur;вырубка и сжигание леса как метод увеличения сельскохозяйственных площадей
11207;kriit;мел
11209;lämmastikväetis;азотное удобрение
1121;telkimine;кемпинг
11211;fosfaatväetis;фосфорное удобрение
11212;kaaliumväetis;калийное удобрение
11214;pinnaspuhastus;естественная очистка почвы
11224;mulla leostumine;выщелачивание почвы
11226;mineraalaine;минеральное вещество
11227;orgaaniline aine;органическое вещество
1123;laagrikoht;площадка для кемпинга
11231;kuivendussüsteem;водосборная система
11232;niisutussüsteem;ирригационная система
11233;mulla soolsus;соленость почвы
11234;tootjahind (põllumajanduses);цена на сельхозпродукцию
11237;mäestikumajandus;управление горными районами
11243;maaelu juhtimine ja planeerimine;управление и планирование сельских районов
11244;turismikorraldus;управление туристической деятельностью
11246;metsaettevõte;предприятие лесного хозяйства
11248;seadmestuskava;план установки оборудования
11259;lähenemine;подход
1126;kanal;канал
11269;raudteejaam;железнодорожная станция
11270;bussijaam;автобусная остановка
11271;teeehitusmaterjal;дорожно-строительный материал
11272;masinatehas;инженерная работа
11276;raudteevõrk;сеть железных дорог
11277;teedevõrk;сеть автомобильных дорог
11289;laevandus, laevasõit;навигация
11294;kaubalaevandus;торговое мореплавание
11296;segaveod;комбинированные перевозки
1130;vähk[tõbi];рак
11307;linnakogukond;городское сообщество
11308;linnaehitusdokument;документ городского развития
11309;äärelinn;пригородная территория
11312;pereelamu, ühepereelamu;жилище для одной семьи
11321;maakasutuskava;план использования земли
11322;asulate planeerimine ja ehitamine;городское планирование и развитие
11323;maakasutussuhe;режим использования земли
1133;"vähioht; vähktõveoht";риск онкологического заболевания
11332;uus linn;новый город
11333;ostueesõiguspiirkond;район преимущественного права покупки (земельного участка)
11334;maastikuhooldusala;район с правом проведения проверки использования земли
1134;koerlane;псовый
11344;maaarhitektuur;сельская архитектура
11345;rahvaarhitektuur;традиционная архитектура
11355;ehitiste lammutamine;снос зданий
11359;munitsipaaltehnika;строительство городских сооружений
11375;ehitiste restaureerimine;реконструкция зданий
11427;õiguslikku tähendust omav avaldus;торжественная клятва
11429;kvaliteedistandard;стандарт качества
11430;Euroopa standard;европейский стандарт
11431;ISO-standard;стандарт ИСО (Международной организации по стандартизации)
11433;tehnoeeskiri;техническое руководство
11466;kodeerimine;кодификация
11468;doktriin;доктрина
11472;veondusõigus, transpordiõigus;закон в области транспорта
11476;maaõigus;закон, касающийся сельских районов
11477;loomaõigused;права животных
11478;tulevaste põlvede õigused;права последующих поколений
11479;kodanikuõigused;гражданские права
1148;auto;автомобиль
11489;teatis;извещение
11490;ringkiri;циркулярное письмо
11493;Euroopa Ühenduse määrus;решение Сообщества
11494;ettekirjutus, käsk, korraldus;приказ
11497;halduskoolitus;административная подготовка
11498;tehnikaõpe;техническое обучение
11499;õigus;право
11502;jahiluba;лицензия на охоту
11504;ehitusluba;разрешение на строительство
11506;kalapüügiluba;лицензия на рыбную ловлю
11508;seaduseelnõu;проект закона
11514;"reguleerimine; määrus; eeskiri";регулирование
11517;direktiivide ülevõtmine;транспозиция директивы
11521;kontsessioon;концессия
11522;avalik arutelu;общественная дискуссия
11523;avalikuks kasutamiseks määramine;объявление предприятием общественного назначения
11524;eramaa;сектор платных товаров и услуг
11525;riigile kuuluvad siseveekogud;водные пути в государственной собственности
11526;riigile kuuluv mereala;государственное морское судоходство
11527;juurdepääsuõigus;право доступа
11530;arupärimine üldkasulikkuse kohta;запрос по поводу общественной полезности
11531;avalik arupärimine;общественный запрос
11532;delegeeritud juhtimine;делегированное управление
11535;riigikontroll;государственный контроль
11536;servituut;сервитут
11540;kuritegu;преступление
11548;politseivõim;право осуществлять охрану порядка
11549;kriminaalmenetlus;процедура уголовного права
11556;kohtuotsus;приговор
11559;konflikt;конфликт
11563;"kohtuasi; hagi";судебный процесс
11568;halduskohus;административный суд
11571;Euroopa Kohus;Суд Европейского Союза
11583;õigus;правосудие
11587;kohtuasi, kohtulik arutamine;судебное разбирательство
1159;süsivesik;углевод
11594;kohus;суд
1160;süsinik;углерод
11611;rendileping;аренда
11612;sertifitseerimine;сертификация
11618;kohtuniku kinnitus;признание действительным
1162;karbonaat;карбонат
11621;teade, teadaanne;уведомление
11623;ostueesõigus;преимущественное право покупки
11624;igamine;право давности
11627;repressioon;репрессия
11632;taandareng;передача обязанностей, функций, ответственности и пр.
11633;reoainevoog, saasteainevoog;поток загрязняющих веществ
11635;ookeani ja õhu piirpind;граница между воздухом и поверхностью океана
11636;reoaine (saasteaine) levimine;перемещение загрязняющих веществ
11638;juhuslik reostus, ettekavatsemata reostus;загрязнение в результате аварии
11639;bakterreostus, baktersaastus;бактериологическое загрязнение
1164;süsinikuringe;круговорот углерода
11641;hajureostus;загрязнение из различных источников
11642;olmereostus;загрязнение бытовыми отходами
11643;mineraalne reostus;загрязнение в результате горных работ
11644;orgaaniline reostus;органическое загрязнение
11645;fotokeemiline reostus (saastus);фотохимическое загрязнение
11646;maalähtene merereostus;загрязнение моря в результате хозяйственной деятельности на суше
11647;mürgine (toksiline) saastus;загрязнение токсичными веществами
11648;jõkkeheide;сброс отходов в реку
11649;kõrvaldamine maa alla;захоронение отходов в грунт
11651;linnareoaine;городское загрязняющее вещество
11661;vältimisabinõu, ennetusabinõu;профилактическая мера
11662;kaitsemeede, kaitseabinõu;предохранительная мера
11671;ülihappesus;высокий уровень кислотности
11672;bioindikaator, füsioloogilis-biokeemiline tunnus;биоиндикатор
11675;biosaastus;биологическое заражение
11676;kemikaalisaastus;химическое заражение
11678;reostuse (saastuse) bioloogiline toime;биологический результат загрязнения
1168;süsinikdioksiid, süsihappegaas;диоксид углерода
11686;nähtuse pöördumatus;необратимость какого-либо явления
11691;kvaliteedieesmärk;качественный целевой показатель
11692;kübe;твердая частица
11693;puhastusvõime;очистительная способность
1170;süsinikdioksiidimaks;налог на выброс диоксид углерода
11700;sensor;датчик
11701;"aparatuur; mõõteseadmed";оснащение контрольно-измерительными приборами и средствами
11702;metroloogia;метрология
11706;vaatlussatelliit;спутник слежения
11713;atrasiin;атразин
11714;orgaaniline lämmastik;органический азот
11718;halogeenitud ühend;галогенизированное соединение
1173;süsinik[mono]oksiid, vingugaas;моноксид углерода
11734;väävelmonooksiid;моноксид серы
11745;püraleen;пирален
11752;asbestoos;асбестоз
11762;genotoksilisus;генотоксичность
11763;joove;интоксикация
1177;korjusekäitlus;утилизация трупов животных
11771;biotest;биологический опыт
11779;orgaanilise süsiniku üldsisaldus;общее содержание органического углерода
11781;keemiline lagunemine;химическое разложение
11782;laborikatse, laboriuuring;лабораторный опыт
11786;biootiline indeks;биотический индекс
11787;oksüdeeritav aine;материал, способный к окислению
11788;lahustunud hapnik;растворенный кислород
11789;fotolüüs, fotokeemiline lagunemine;фоторазложение
11791;lahustumatu aine;нерастворимое вещество
11792;mittelenduv aine;нелетучее вещество
11793;halvasti lagundatav aine;вещество, имеющее слабовыраженную способность к разложению
11794;lenduv aine;летучее вещество
11795;keemiline korrodeeruvus;подверженность химической коррозии
11798;füüsikalis-keemiline analüüs;физико-химический анализ
1180;kartserogeensus, kartsinogeensus, kantserogeenne toime;канцерогенность
11807;katseuuring, eksperimentaaluuring;экспериментальное изучение
11809;lõimis, granulomeetriline koostis;гранулометрия
1181;kantserogeensustest;тест на канцерогенность
11812;väljavõtmine (med), ekstraktsioon (med);вытяжка (биол.)
11813;keemiasaadus;химический продукт
11814;tuleohtlik toode, kergsüttiv toode;горючий продукт
11816;organoleptiline omadus, meeltajutav omadus;органолептическое свойство
1182;kantserogeen, kartsinogeen;канцероген
11835;kuulmiselund;органы слуха
11836;kardiovaskulaarsüsteem;сердечно-сосудистая система
1184;kardioloogia;кардиология
1185;kardiovaskulaarhaigus;сердечно-сосудистое заболевание
11852;enteroviirus;энтеровирус
11868;loomabioloogia;биология животных
11869;taimebioloogia;биология растений
11875;genofond, geenifond;генофонд
11879;kuulmisteravus;острота слуха
11889;detsibell;децибел
11896;helikvaliteet;акустическое свойство
1190;Kariibid;Карибский регион
11909;müraspekter;спектр звука
1191;lihasööja, karnivoor;плотоядный
11912;mehaaniline vibratsioon;механическая вибрация
11918;õhulevimüra;шум от находящихся в воздухе источников
11921;taustmüra;фоновый шум
11922;veeremüra;дорожный шум
11923;ümbrusemüra;шум от расположенного по соседству источника
11927;akustiline mugavus;акустический комфорт
11930;müraekspositsioonitõrjekava;план мер борьбы с шумом
11958;loodetejõujaam;электростанция, работающая на энергии прилива
11967;hüdroelektrienergia;энергия ГЭС
11974;väikejõujaam;маломощная электростанция
11975;vesiveski;водяная мельница
1198;keskkonnamahutavus;экологическая емкость
1199;edasikandumine toitumisahelas;эффект переноса
11990;jõujaama sulgemine;отключение электростанции
120;adsorptsioon;адсорбция
1200;kartograafia;картография
12004;radioaktiivne element, radioelement;радиоэлемент
12006;kiire reaktor;реактор на быстрых нейтронах
12007;saastatud maa-ala;зараженная зона
12008;atmosfääriaerosool;атмосферный аэрозоль
1201;autorehv;автомобильная шина
12011;biokütus;биотопливо
12013;metsa suremine, metsa kuivamine;истощение лесных ресурсов
12017;etanool;этанол
12022;liiklussaastus;загрязнение выхлопными газами автомобилей
12026;õhuvõõriste sadenemine, õhusaasta sadenemine;выпадение осадков из атмосферы
12027;keskkonda säästev auto;"""чистый"" автомобиль"
1203;müügikultuur;товарная сельскохозяйственная культура
12045;paleoklimatiloogia;палеоклиматология
12060;mandrikliima;континентальный климат
12061;kõrbekliima;пустынный климат
12062;ekvatoriaalkliima;экваториальный климат
12063;vahemerekliima, mediterraanne kliima;средиземноморский климат
12064;mägikliima;горный климат
12065;ookeanikliima;морской климат
12066;parasvöötmekliima;умеренный климат
12067;troopikakliima;тропический климат
12082;inversioon         (meteorol);атмосферная инверсия
12084;äike;гроза
1209;katalüüs;катализ
12091;jäide;ледяная корка
12096;põhjaveevõtt;эксплуатация подземных водных ресурсов
12098;vee imbumine maasse;просачивание воды в грунт
121;täisealine;взрослый человек
1210;katalüüt;катализатор
12104;põhjaveepind;уровень стояния грунтовых вод
12107;valglakaitse;охрана водосборных бассейнов
12108;põhjaveekaitse;охрана грунтовых вод
1212;katalüüsneutralisaator, katalüüsmuundur;каталитический конвертер
12122;suurveeäravool;паводковый сток
12123;mudastumine, täissettimine;заполнение (геол.)
12128;hüdromeetria;гидрометрия
1213;katastroof;катастрофа
12131;suurvee-ennustus;прогноз наводнения
12135;veekoguvõrk, hüdrograafiline võrk;гидрографическая система
12139;sedimentoloogia;седиментология
12145;valgla;гидрографический бассейн
1215;valgla;водосбор
12151;suplusmagevesi;пресная вода, пригодная для купания
12152;riigiveekogu;водоем, находящийся в собственности государства
12153;eraõigusliku isiku veekogu, mitteriiklik veekogu;частный водоем
12161;soo;трясина
12165;vee magestamine;опреснение воды
12166;suplusmerevesi;морская вода, пригодная для купания
12170;merrelase, süvalase;океанический выводной коллектор
12171;ookeanikasutus;эксплуатация ресурсов океана
12174;ummiklainetus;морской вал
12183;estuaarireostus;загрязнение эстуария
12189;jõe majandamine;управление водными путями
12198;uhtmine, loputamine, läbipesu, pesu;промывка
12199;kanalilüüs;шлюз
122;täisealisekoolitus;обучение взрослого населения
1220;kalasaak;улов
12202;veetaimestiku niitmine;удаление водяных сорняков
12204;"kaldakindlustus; kaldakindlustis";защита берегов
1221;eriti ohustatud liigid;исчезающий вид
12210;veehoidla;водохранилище
12213;veehoidla tühjendamine;спуск водохранилища
12214;vee korrosiivsus (söövitavus);водяная коррозия
12215;vee kvaliteedi parendamine;улучшение качества воды
12216;vee maitse;вкус воды
12219;rohelised looded;"""зеленый"" прилив"
12220;heljuvaine;взвесь
12226;vee soolsus;соленость воды
12231;veepüüdemahuti;дренаж
1224;katioon;катион
12240;purskkaev;фонтан
12248;veemahuti, veepaak;водоем
1225;veised;скот
12254;vee demineraliseerimine;деминерализация воды
12259;reoveepuhastus omal krundil;"очистка стоков ""на месте"""
12260;reovee ühispuhastus;очистка объединенных стоков
12263;valinguveemahuti;резервуар для дождевой воды
12273;sademekanalisatsioon;система для стока дождевой воды
12275;lahkvoolukanalisatsioon;раздельная сточная система
12276;ühisvoolukanalisatsioon;комбинированная сточная система
12277;vee õhustamine;аэрация воды
12278;reovee omapuhasti;индивидуальная система очистки стоков
12279;setiti, settebassein;седиментационный бассейн
12280;nõrgbiofilter, biofilter;биофильтр
12283;kasutatud vesi;отработанная вода
12284;"asulareovesi; olmereovesi";городские жидкие отходы
12285;jäätmekäitlusreovesi;жидкие отходы после обработки
12287;reovee biopuhastus, reovee bioloogiline puhastus;биологическая переработка жидких отходов
12289;biotiikpuhastus;система прудов для очистки сточных вод
1229;muretundmispõhimõte;причина озабоченности
12293;vee isepuhastus;регенерация воды
12301;veemajandus;управление водными ресурсами
1231;koobas;пещера
12318;jäätmesortimisettevõte;предприятие по сортировке мусора
12321;"vanarauapanila; kasusjäätmepanila";свалка скрапа
12325;taaskasutustööstus;промышленная переработка твердых отходов
12341;jäätmete energiakasutus;использование отходов в качестве источников энергии
12342;jäätmete kasutamine materjalina;использование отходов
12349;rannapuhastus;очистка побережья
12357;suurjäätmed;крупногабаритные мусор и отходы
12366;leelisaku;щелочной элемент питания
12367;elektripatarei;аккумулятор
12377;reostustõrjejäätmed, saastetõrjejäätmed;остаточные продукты очистки
12379;tervishoiujäätmed;отходы учреждений здравоохранения
12381;eri-tööstusjäätmed;нестандартно утилизируемые промышленные отходы
12382;vanametall, metallijäätmed;металлические отходы
12383;kaevandamisjäätmed;отвальные породы
1239;rakk (biol);клетка (биолог.)
12390;vrakk;остовы разрушенных судов
12394;mineraalõli;минеральное масло
12395;vadak;сыворотка
